  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.652048                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
4.7404e-01 1.1660e+05 -2.3716e+04 6.9670e-03 1.0000e+05
4.6403e-01 1.1594e+05 -2.0104e+04 6.9694e-03 1.0000e+05
4.5441e-01 1.1546e+05 -2.1015e+04 6.9681e-03 1.0000e+05
4.4392e-01 1.1171e+05 -2.0696e+04 6.9667e-03 1.0000e+05
4.2998e-01 1.1101e+05 -1.7699e+04 6.9668e-03 1.0000e+05
4.2095e-01 1.0964e+05 -1.9412e+04 6.9672e-03 1.0000e+05
4.1181e-01 1.0624e+05 -1.7431e+04 6.9675e-03 1.0000e+05
4.0171e-01 1.0452e+05 -1.7216e+04 6.9676e-03 1.0000e+05
3.9214e-01 1.0359e+05 -1.8284e+04 6.9658e-03 1.0000e+05
3.8220e-01 1.0132e+05 -1.6494e+04 6.9660e-03 1.0000e+05
3.7191e-01 9.8134e+04 -1.7547e+04 6.9677e-03 1.0000e+05
3.6226e-01 9.6754e+04 -1.5621e+04 6.9677e-03 1.0000e+05
3.5222e-01 9.6142e+04 -1.5046e+04 6.9660e-03 1.0000e+05
3.4578e-01 9.4893e+04 -1.5319e+04 6.9671e-03 1.0000e+05
3.3454e-01 9.2459e+04 -1.5170e+04 6.9664e-03 1.0000e+05
3.2405e-01 9.0039e+04 -1.5281e+04 6.9673e-03 1.0000e+05
3.1345e-01 8.9287e+04 -1.3999e+04 6.9660e-03 1.0000e+05
3.0386e-01 8.8010e+04 -1.3827e+04 6.9667e-03 1.0000e+05
2.9382e-01 8.5714e+04 -1.3792e+04 6.9656e-03 1.0000e+05
2.8372e-01 8.5030e+04 -1.3563e+04 6.9666e-03 1.0000e+05
2.7362e-01 8.3174e+04 -1.2815e+04 6.9675e-03 1.0000e+05
2.6394e-01 8.0573e+04 -1.1908e+04 6.9678e-03 1.0000e+05
2.5374e-01 7.9901e+04 -1.1432e+04 6.9674e-03 1.0000e+05
2.4300e-01 7.9073e+04 -1.1944e+04 6.9669e-03 1.0000e+05
2.3283e-01 7.6806e+04 -1.2183e+04 6.9663e-03 1.0000e+05
2.2320e-01 7.5523e+04 -1.0503e+04 6.9666e-03 1.0000e+05
2.1282e-01 7.4299e+04 -1.0587e+04 6.9658e-03 1.0000e+05
2.0319e-01 7.2748e+04 -9.6147e+03 6.9665e-03 1.0000e+05
1.9303e-01 7.1549e+04 -1.0503e+04 6.9651e-03 1.0000e+05
1.8314e-01 7.0674e+04 -1.0100e+04 6.9651e-03 1.0000e+05
1.7311e-01 6.8756e+04 -9.5826e+03 6.9655e-03 1.0000e+05
1.6316e-01 6.7134e+04 -9.0250e+03 6.9656e-03 1.0000e+05
1.5320e-01 6.6230e+04 -9.9026e+03 6.9653e-03 1.0000e+05
1.4330e-01 6.5123e+04 -8.4637e+03 6.9658e-03 1.0000e+05
1.3348e-01 6.4351e+04 -8.2719e+03 6.9639e-03 1.0000e+05
1.2330e-01 6.2808e+04 -7.9920e+03 6.9656e-03 1.0000e+05
1.1331e-01 6.1701e+04 -8.1947e+03 6.9638e-03 1.0000e+05
1.0337e-01 6.1149e+04 -8.3916e+03 6.9633e-03 1.0000e+05
9.3288e-02 5.9218e+04 -7.7910e+03 6.9664e-03 1.0000e+05
8.3336e-02 5.8039e+04 -6.9004e+03 6.9653e-03 1.0000e+05
7.3688e-02 5.7390e+04 -6.7772e+03 6.9650e-03 1.0000e+05
6.3600e-02 5.6697e+04 -6.7661e+03 6.9653e-03 1.0000e+05
5.3792e-02 5.5233e+04 -6.6876e+03 6.9644e-03 1.0000e+05
4.3568e-02 5.4197e+04 -6.4117e+03 6.9634e-03 1.0000e+05
3.4016e-02 5.3090e+04 -6.1925e+03 6.9652e-03 1.0000e+05
2.3688e-02 5.2589e+04 -5.9358e+03 6.9650e-03 1.0000e+05
1.4096e-02 5.1495e+04 -5.6204e+03 6.9639e-03 1.0000e+05
4.0880e-03 5.0610e+04 -5.9272e+03 6.9635e-03 1.0000e+05




