  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.679241                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
2.7000e-01   7.1747e-06   3.7632e+04
2.8000e-01   7.3908e-06   3.7885e+04
2.9000e-01   7.6038e-06   3.8139e+04
3.0000e-01   7.8148e-06   3.8389e+04
3.1000e-01   8.0209e-06   3.8649e+04
3.2000e-01   8.2258e-06   3.8902e+04
3.3000e-01   8.4280e-06   3.9155e+04
3.4000e-01   8.6278e-06   3.9407e+04
3.5000e-01   8.8250e-06   3.9660e+04
3.6000e-01   9.0178e-06   3.9921e+04
3.7000e-01   9.2096e-06   4.0176e+04
3.8000e-01   9.3984e-06   4.0432e+04
3.9000e-01   9.5848e-06   4.0690e+04
4.0000e-01   9.7679e-06   4.0950e+04
4.1000e-01   9.9485e-06   4.1212e+04
4.2000e-01   1.0125e-05   4.1481e+04
4.3000e-01   1.0301e-05   4.1745e+04
4.4000e-01   1.0473e-05   4.2011e+04
4.5000e-01   1.0644e-05   4.2278e+04
4.6000e-01   1.0811e-05   4.2549e+04
4.7000e-01   1.0975e-05   4.2826e+04
4.8000e-01   1.1137e-05   4.3100e+04
4.9000e-01   1.1297e-05   4.3374e+04
5.0000e-01   1.1454e-05   4.3651e+04
5.1000e-01   1.1607e-05   4.3939e+04
5.2000e-01   1.1758e-05   4.4224e+04
5.3000e-01   1.1909e-05   4.4505e+04
5.4000e-01   1.2057e-05   4.4788e+04
5.5000e-01   1.2202e-05   4.5076e+04
5.6000e-01   1.2345e-05   4.5362e+04
5.7000e-01   1.2485e-05   4.5656e+04
5.8000e-01   1.2623e-05   4.5948e+04
5.9000e-01   1.2760e-05   4.6239e+04
6.0000e-01   1.2894e-05   4.6534e+04
6.1000e-01   1.3026e-05   4.6831e+04
6.2000e-01   1.3155e-05   4.7132e+04
6.3000e-01   1.3283e-05   4.7431e+04
6.4000e-01   1.3409e-05   4.7730e+04
6.5000e-01   1.3533e-05   4.8032e+04
6.6000e-01   1.3654e-05   4.8338e+04
6.7000e-01   1.3773e-05   4.8645e+04
6.8000e-01   1.3892e-05   4.8950e+04
6.9000e-01   1.4008e-05   4.9259e+04
7.0000e-01   1.4120e-05   4.9574e+04
7.1000e-01   1.4233e-05   4.9884e+04
7.2000e-01   1.4344e-05   5.0197e+04
7.3000e-01   1.4452e-05   5.0512e+04
7.4000e-01   1.4558e-05   5.0830e+04
7.5000e-01   1.4664e-05   5.1147e+04
7.6000e-01   1.4767e-05   5.1467e+04
7.7000e-01   1.4868e-05   5.1789e+04
7.8000e-01   1.4968e-05   5.2112e+04
7.9000e-01   1.5066e-05   5.2436e+04
8.0000e-01   1.5162e-05   5.2764e+04
8.1000e-01   1.5258e-05   5.3088e+04
8.2000e-01   1.5350e-05   5.3420e+04
8.3000e-01   1.5443e-05   5.3746e+04
8.4000e-01   1.5533e-05   5.4078e+04
