  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.648660                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
1.3018e-01 5.0523e+02 4.3374e+00 6.3333e-03 1.0000e+05
1.2131e-01 5.0549e+02 4.4163e+00 6.3326e-03 1.0000e+05
1.1185e-01 5.0565e+02 4.7205e+00 6.3322e-03 1.0000e+05
1.0322e-01 5.0583e+02 4.2111e+00 6.3336e-03 1.0000e+05
9.3816e-02 5.0649e+02 4.3081e+00 6.3340e-03 1.0000e+05
8.5192e-02 5.0615e+02 4.4699e+00 6.3347e-03 1.0000e+05
7.5800e-02 5.0667e+02 4.5038e+00 6.3337e-03 1.0000e+05
6.7080e-02 5.0664e+02 4.0712e+00 6.3331e-03 1.0000e+05
5.7840e-02 5.0710e+02 4.2719e+00 6.3340e-03 1.0000e+05
4.9128e-02 5.0747e+02 4.8300e+00 6.3350e-03 1.0000e+05
3.9912e-02 5.0802e+02 4.4341e+00 6.3353e-03 1.0000e+05
3.0856e-02 5.0840e+02 4.3919e+00 6.3360e-03 1.0000e+05
2.1784e-02 5.0860e+02 4.2784e+00 6.3363e-03 1.0000e+05
1.2792e-02 5.0919e+02 4.4907e+00 6.3374e-03 1.0000e+05
3.7200e-03 5.0969e+02 4.4554e+00 6.3374e-03 1.0000e+05




