  Measurement Number     Measurement type
                   3           CVSweepNew

      Measurement ID             SeriesID
       739662.670235                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.0268e-01 1.1384e+03 4.7784e+01 6.6650e-03 1.0000e+05
6.9286e-01 1.1404e+03 4.7821e+01 6.6660e-03 1.0000e+05
6.8358e-01 1.1434e+03 4.7987e+01 6.6673e-03 1.0000e+05
6.7371e-01 1.1461e+03 4.7989e+01 6.6677e-03 1.0000e+05
6.6426e-01 1.1487e+03 4.8435e+01 6.6693e-03 1.0000e+05
6.5466e-01 1.1518e+03 4.8240e+01 6.6683e-03 1.0000e+05
6.4510e-01 1.1551e+03 4.8623e+01 6.6698e-03 1.0000e+05
6.3537e-01 1.1577e+03 4.8769e+01 6.6702e-03 1.0000e+05
6.2611e-01 1.1602e+03 4.8505e+01 6.6694e-03 1.0000e+05
6.1638e-01 1.1635e+03 4.9088e+01 6.6706e-03 1.0000e+05
6.0698e-01 1.1679e+03 4.9615e+01 6.6730e-03 1.0000e+05
5.9746e-01 1.1708e+03 4.9743e+01 6.6735e-03 1.0000e+05
5.8758e-01 1.1747e+03 4.9712e+01 6.6737e-03 1.0000e+05
5.7840e-01 1.1780e+03 5.0142e+01 6.6758e-03 1.0000e+05
5.6868e-01 1.1821e+03 5.0016e+01 6.6748e-03 1.0000e+05
5.5926e-01 1.1868e+03 5.0355e+01 6.6776e-03 1.0000e+05
5.4939e-01 1.1908e+03 5.0691e+01 6.6782e-03 1.0000e+05
5.4018e-01 1.1952e+03 5.0953e+01 6.6790e-03 1.0000e+05
5.3043e-01 1.2005e+03 5.1126e+01 6.6801e-03 1.0000e+05
5.2109e-01 1.2054e+03 5.1282e+01 6.6820e-03 1.0000e+05
5.1116e-01 1.2104e+03 5.2222e+01 6.6825e-03 1.0000e+05
5.0196e-01 1.2156e+03 5.1828e+01 6.6835e-03 1.0000e+05
4.9203e-01 1.2213e+03 5.2461e+01 6.6855e-03 1.0000e+05
4.8166e-01 1.2276e+03 5.3455e+01 6.6868e-03 1.0000e+05
4.7198e-01 1.2339e+03 5.2853e+01 6.6874e-03 1.0000e+05
4.6260e-01 1.2411e+03 5.3635e+01 6.6886e-03 1.0000e+05
4.5281e-01 1.2476e+03 5.4391e+01 6.6897e-03 1.0000e+05
4.4336e-01 1.2547e+03 5.4262e+01 6.6917e-03 1.0000e+05
4.3322e-01 1.2631e+03 5.5832e+01 6.6932e-03 1.0000e+05
4.2411e-01 1.2712e+03 5.5636e+01 6.6950e-03 1.0000e+05
4.1430e-01 1.2799e+03 5.6169e+01 6.6971e-03 1.0000e+05
4.0475e-01 1.2894e+03 5.6565e+01 6.6984e-03 1.0000e+05
3.9523e-01 1.2992e+03 5.6963e+01 6.7017e-03 1.0000e+05
3.8566e-01 1.3083e+03 5.8823e+01 6.7017e-03 1.0000e+05
3.7620e-01 1.3209e+03 5.8790e+01 6.7037e-03 1.0000e+05
3.6623e-01 1.3327e+03 6.0330e+01 6.7075e-03 1.0000e+05
3.5687e-01 1.3455e+03 6.1078e+01 6.7100e-03 1.0000e+05
3.4714e-01 1.3586e+03 6.1388e+01 6.7107e-03 1.0000e+05
3.3762e-01 1.3739e+03 6.3146e+01 6.7150e-03 1.0000e+05
3.2792e-01 1.3905e+03 6.3777e+01 6.7174e-03 1.0000e+05
3.1858e-01 1.4071e+03 6.5239e+01 6.7195e-03 1.0000e+05
3.0823e-01 1.4262e+03 6.6943e+01 6.7224e-03 1.0000e+05
2.9908e-01 1.4459e+03 6.8435e+01 6.7225e-03 1.0000e+05
2.8921e-01 1.4689e+03 7.0096e+01 6.7295e-03 1.0000e+05
2.7969e-01 1.4942e+03 7.1965e+01 6.7322e-03 1.0000e+05
2.6994e-01 1.5217e+03 7.4325e+01 6.7384e-03 1.0000e+05
2.6052e-01 1.5511e+03 7.6641e+01 6.7424e-03 1.0000e+05
2.5070e-01 1.5838e+03 7.9018e+01 6.7448e-03 1.0000e+05
2.4012e-01 1.6259e+03 8.2646e+01 6.7524e-03 1.0000e+05
2.3023e-01 1.6664e+03 8.6055e+01 6.7559e-03 1.0000e+05
2.2087e-01 1.7145e+03 9.0042e+01 6.7610e-03 1.0000e+05
2.1083e-01 1.7688e+03 9.4212e+01 6.7680e-03 1.0000e+05
2.0147e-01 1.8299e+03 9.9607e+01 6.7746e-03 1.0000e+05
1.9167e-01 1.8991e+03 1.0444e+02 6.7797e-03 1.0000e+05
1.8170e-01 1.9827e+03 1.1166e+02 6.7867e-03 1.0000e+05
1.7213e-01 2.0750e+03 1.1979e+02 6.7958e-03 1.0000e+05
1.6238e-01 2.1852e+03 1.2965e+02 6.8033e-03 1.0000e+05
1.5264e-01 2.3170e+03 1.3928e+02 6.8105e-03 1.0000e+05
1.4271e-01 2.4698e+03 1.5195e+02 6.8210e-03 1.0000e+05
1.3327e-01 2.6528e+03 1.6913e+02 6.8291e-03 1.0000e+05
1.2301e-01 2.8841e+03 1.8723e+02 6.8391e-03 1.0000e+05
1.1344e-01 3.1568e+03 2.1063e+02 6.8515e-03 1.0000e+05
1.0372e-01 3.4879e+03 2.3841e+02 6.8610e-03 1.0000e+05
9.3816e-02 3.9090e+03 2.7443e+02 6.8696e-03 1.0000e+05
8.3992e-02 4.4241e+03 3.1556e+02 6.8813e-03 1.0000e+05
7.4296e-02 5.0608e+03 3.7017e+02 6.8900e-03 1.0000e+05
6.4240e-02 5.8713e+03 4.3102e+02 6.8986e-03 1.0000e+05
5.4464e-02 6.8804e+03 5.1218e+02 6.9076e-03 1.0000e+05
4.4472e-02 8.1365e+03 6.0352e+02 6.9122e-03 1.0000e+05
3.4864e-02 9.6873e+03 7.2805e+02 6.9225e-03 1.0000e+05
2.4432e-02 1.1629e+04 8.5188e+02 6.9273e-03 1.0000e+05
1.4896e-02 1.3920e+04 1.0002e+03 6.9331e-03 1.0000e+05
4.9520e-03 1.6640e+04 1.1724e+03 6.9372e-03 1.0000e+05




