  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.663079                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3              1000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
8.7388e-01 2.8019e+04 -4.7429e+03 6.9093e-03 1.0000e+06
8.6380e-01 2.8181e+04 -4.4131e+03 6.9091e-03 1.0000e+06
8.5368e-01 2.8007e+04 -4.0322e+03 6.9107e-03 1.0000e+06
8.4378e-01 2.8630e+04 -4.5531e+03 6.9106e-03 1.0000e+06
8.3422e-01 2.8830e+04 -4.1873e+03 6.9106e-03 1.0000e+06
8.2382e-01 2.8561e+04 -4.8162e+03 6.9086e-03 1.0000e+06
8.1386e-01 2.8358e+04 -5.0362e+03 6.9099e-03 1.0000e+06
8.0396e-01 2.8667e+04 -4.6206e+03 6.9100e-03 1.0000e+06
7.9406e-01 2.8531e+04 -4.7289e+03 6.9100e-03 1.0000e+06
7.8424e-01 2.8518e+04 -5.2201e+03 6.9098e-03 1.0000e+06
7.7414e-01 2.8690e+04 -5.5167e+03 6.9109e-03 1.0000e+06
7.6427e-01 2.8636e+04 -5.4916e+03 6.9122e-03 1.0000e+06
7.5409e-01 2.8757e+04 -5.2943e+03 6.9100e-03 1.0000e+06
7.4445e-01 2.9366e+04 -5.3904e+03 6.9100e-03 1.0000e+06
7.3368e-01 2.9090e+04 -4.7775e+03 6.9113e-03 1.0000e+06
7.2358e-01 2.8892e+04 -5.2048e+03 6.9109e-03 1.0000e+06
7.1346e-01 2.9252e+04 -5.9347e+03 6.9096e-03 1.0000e+06
7.0360e-01 2.9762e+04 -5.8427e+03 6.9094e-03 1.0000e+06
6.9338e-01 2.9109e+04 -5.3835e+03 6.9100e-03 1.0000e+06
6.8378e-01 2.9255e+04 -5.8869e+03 6.9108e-03 1.0000e+06
6.7373e-01 2.9418e+04 -5.1316e+03 6.9105e-03 1.0000e+06
6.6351e-01 2.9360e+04 -5.6816e+03 6.9094e-03 1.0000e+06
6.5364e-01 2.9369e+04 -5.6793e+03 6.9096e-03 1.0000e+06
6.4394e-01 2.9821e+04 -6.0550e+03 6.9100e-03 1.0000e+06
6.3397e-01 2.9234e+04 -6.5270e+03 6.9101e-03 1.0000e+06
6.2403e-01 2.9580e+04 -5.9954e+03 6.9102e-03 1.0000e+06
6.1402e-01 3.0013e+04 -6.1821e+03 6.9099e-03 1.0000e+06
6.0374e-01 3.0078e+04 -6.6766e+03 6.9114e-03 1.0000e+06
5.9413e-01 2.9541e+04 -5.9237e+03 6.9106e-03 1.0000e+06
5.8438e-01 3.0221e+04 -5.7287e+03 6.9109e-03 1.0000e+06
5.7438e-01 2.9734e+04 -6.2547e+03 6.9109e-03 1.0000e+06
5.6392e-01 3.0530e+04 -6.1036e+03 6.9098e-03 1.0000e+06
5.5422e-01 3.1164e+04 -6.1303e+03 6.9100e-03 1.0000e+06
5.4447e-01 2.9934e+04 -6.6630e+03 6.9104e-03 1.0000e+06
5.3450e-01 3.0258e+04 -6.7777e+03 6.9106e-03 1.0000e+06
5.2446e-01 3.0132e+04 -6.3847e+03 6.9095e-03 1.0000e+06
5.1450e-01 3.0100e+04 -7.6511e+03 6.9113e-03 1.0000e+06
5.0450e-01 3.0246e+04 -7.1100e+03 6.9111e-03 1.0000e+06
4.9369e-01 3.0083e+04 -7.1436e+03 6.9102e-03 1.0000e+06
4.8379e-01 3.0461e+04 -6.5990e+03 6.9085e-03 1.0000e+06
4.7366e-01 3.0294e+04 -6.9103e+03 6.9114e-03 1.0000e+06
4.6366e-01 3.0667e+04 -7.5858e+03 6.9103e-03 1.0000e+06
4.5370e-01 3.0356e+04 -7.3267e+03 6.9113e-03 1.0000e+06
4.4363e-01 3.0709e+04 -7.5029e+03 6.9112e-03 1.0000e+06
4.3395e-01 3.0883e+04 -7.5238e+03 6.9101e-03 1.0000e+06
4.2390e-01 3.0678e+04 -7.5456e+03 6.9102e-03 1.0000e+06
4.1369e-01 3.0527e+04 -7.5096e+03 6.9105e-03 1.0000e+06
4.0399e-01 3.0434e+04 -8.2115e+03 6.9098e-03 1.0000e+06
3.9411e-01 3.1107e+04 -7.8945e+03 6.9110e-03 1.0000e+06
3.8411e-01 3.0877e+04 -8.3586e+03 6.9109e-03 1.0000e+06
3.7386e-01 2.9989e+04 -7.7245e+03 6.9120e-03 1.0000e+06
3.6403e-01 3.0623e+04 -8.2290e+03 6.9108e-03 1.0000e+06
3.5413e-01 3.0857e+04 -8.1853e+03 6.9101e-03 1.0000e+06
3.4426e-01 3.0617e+04 -8.8869e+03 6.9101e-03 1.0000e+06
3.3437e-01 3.1349e+04 -8.8347e+03 6.9116e-03 1.0000e+06
3.2425e-01 3.0962e+04 -8.4936e+03 6.9107e-03 1.0000e+06
3.1390e-01 3.1231e+04 -8.9921e+03 6.9125e-03 1.0000e+06
3.0400e-01 3.0052e+04 -9.0837e+03 6.9101e-03 1.0000e+06
2.9429e-01 3.0788e+04 -9.1626e+03 6.9111e-03 1.0000e+06
