  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.661629                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
7.8000e-01   2.3037e-05   3.3858e+04
7.7000e-01   2.2734e-05   3.3870e+04
7.6000e-01   2.2428e-05   3.3887e+04
7.5000e-01   2.2123e-05   3.3901e+04
7.4000e-01   2.1819e-05   3.3915e+04
7.3000e-01   2.1518e-05   3.3925e+04
7.2000e-01   2.1216e-05   3.3936e+04
7.1000e-01   2.0914e-05   3.3948e+04
7.0000e-01   2.0613e-05   3.3959e+04
6.9000e-01   2.0314e-05   3.3966e+04
6.8000e-01   2.0017e-05   3.3971e+04
6.7000e-01   1.9721e-05   3.3974e+04
6.6000e-01   1.9424e-05   3.3978e+04
6.5000e-01   1.9130e-05   3.3978e+04
6.4000e-01   1.8835e-05   3.3979e+04
6.3000e-01   1.8540e-05   3.3980e+04
6.2000e-01   1.8246e-05   3.3979e+04
6.1000e-01   1.7956e-05   3.3972e+04
6.0000e-01   1.7665e-05   3.3966e+04
5.9000e-01   1.7374e-05   3.3959e+04
5.8000e-01   1.7084e-05   3.3950e+04
5.7000e-01   1.6795e-05   3.3939e+04
5.6000e-01   1.6509e-05   3.3922e+04
5.5000e-01   1.6222e-05   3.3905e+04
5.4000e-01   1.5936e-05   3.3885e+04
5.3000e-01   1.5651e-05   3.3863e+04
5.2000e-01   1.5367e-05   3.3838e+04
5.1000e-01   1.5086e-05   3.3805e+04
5.0000e-01   1.4805e-05   3.3771e+04
4.9000e-01   1.4525e-05   3.3736e+04
4.8000e-01   1.4244e-05   3.3699e+04
4.7000e-01   1.3965e-05   3.3656e+04
4.6000e-01   1.3689e-05   3.3604e+04
4.5000e-01   1.3412e-05   3.3553e+04
4.4000e-01   1.3136e-05   3.3495e+04
4.3000e-01   1.2862e-05   3.3432e+04
4.2000e-01   1.2588e-05   3.3365e+04
4.1000e-01   1.2316e-05   3.3290e+04
4.0000e-01   1.2044e-05   3.3213e+04
3.9000e-01   1.1773e-05   3.3126e+04
3.8000e-01   1.1504e-05   3.3031e+04
3.7000e-01   1.1235e-05   3.2932e+04
3.6000e-01   1.0969e-05   3.2820e+04
3.5000e-01   1.0705e-05   3.2696e+04
3.4000e-01   1.0438e-05   3.2572e+04
3.3000e-01   1.0174e-05   3.2436e+04
3.2000e-01   9.9096e-06   3.2292e+04
3.1000e-01   9.6475e-06   3.2133e+04
3.0000e-01   9.3891e-06   3.1952e+04
2.9000e-01   9.1283e-06   3.1770e+04
2.8000e-01   8.8700e-06   3.1567e+04
2.7000e-01   8.6130e-06   3.1348e+04
2.6000e-01   8.3593e-06   3.1103e+04
2.5000e-01   8.1046e-06   3.0847e+04
2.4000e-01   7.8523e-06   3.0564e+04
2.3000e-01   7.6013e-06   3.0258e+04
2.2000e-01   7.3508e-06   2.9929e+04
2.1000e-01   7.1017e-06   2.9570e+04
2.0000e-01   6.8539e-06   2.9180e+04
1.9000e-01   6.6092e-06   2.8748e+04
1.8000e-01   6.3643e-06   2.8283e+04
1.7000e-01   6.1197e-06   2.7779e+04
1.6000e-01   5.8775e-06   2.7222e+04
1.5000e-01   5.6384e-06   2.6603e+04
1.4000e-01   5.3979e-06   2.5936e+04
1.3000e-01   5.1580e-06   2.5204e+04
1.2000e-01   4.9174e-06   2.4403e+04
1.1000e-01   4.6780e-06   2.3514e+04
1.0000e-01   4.4341e-06   2.2552e+04
9.0000e-02   4.1869e-06   2.1496e+04
8.0000e-02   3.9342e-06   2.0335e+04
7.0000e-02   3.6741e-06   1.9052e+04
6.0000e-02   3.3996e-06   1.7649e+04
5.0000e-02   3.1064e-06   1.6096e+04
4.0000e-02   2.7887e-06   1.4344e+04
3.0000e-02   2.4345e-06   1.2323e+04
2.0000e-02   2.0327e-06   9.8389e+03
1.0000e-02   1.5675e-06   6.3796e+03
0.0000e+00   1.0232e-06   0.0000e+00
